0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003	0.543003
0.505189	0.494811	0.664129	0.335871	0.4978	0.5022	0.467957	0.532043	0.635935	0.364065	0.501481	0.498519	0.945671	0.054329	0.971324	0.028676	0.58146	0.41854	0.052954	0.947046	0.41048	0.58952	0.955377	0.044623	0.544609	0.004377	0.976131	0.404393	0.402589	0.126142	0.733311	0.57588	0.398046	0.151945
0.518605	0.481395	0.670608	0.329392	0.530362	0.469638	0.458647	0.541353	0.485391	0.514609	0.520906	0.479094	0.940626	0.059374	0.901201	0.098799	0.40151	0.59849	0.132822	0.867178	0.625475	0.374525	0.905636	0.094364	0.503084	0.002311	0.988301	0.349454	0.342253	0.040657	0.709265	0.550919	0.343236	0.051427
0.472591	0.527409	0.644826	0.355174	0.483703	0.516297	0.512293	0.487707	0.430221	0.569779	0.483315	0.516685	0.98317	0.01683	0.985148	0.014852	0.621908	0.378092	0.04529	0.95471	0.519211	0.480789	0.985478	0.014522	0.52408	0.02111	0.964606	0.381515	0.382279	0.130718	0.717866	0.559932	0.386308	0.130177
0.490489	0.509511	0.641531	0.358469	0.478973	0.521027	0.105423	0.894577	0.841315	0.158685	0.49434	0.50566	0.909217	0.090783	0.924952	0.075048	0.732833	0.267167	0.065346	0.934654	0.485249	0.514751	0.94134	0.05866	0.483936	0.008469	0.975137	0.331418	0.342692	0.033701	0.701035	0.55067	0.327848	0.054805
0.493754	0.506246	0.663899	0.336101	0.517393	0.482607	0.984715	0.015285	0.569162	0.430838	0.50052	0.49948	0.977716	0.022284	0.978301	0.021699	0.243549	0.756451	0.086507	0.913493	0.898953	0.101047	0.968912	0.031088	0.487793	0.044512	0.936489	0.340112	0.339357	0.092969	0.682556	0.546129	0.335087	0.141904
0.486135	0.513865	0.650725	0.349275	0.514673	0.485327	0.71843	0.28157	0.18264	0.81736	0.48874	0.51126	0.96055	0.03945	0.957706	0.042294	0.239863	0.760137	0.098792	0.901208	0.648741	0.351259	0.958421	0.041579	0.500146	0.000598	0.991855	0.341714	0.33939	0.055114	0.714115	0.545462	0.35553	0.037842
0.474946	0.525054	0.648493	0.351507	0.494406	0.505594	0.481428	0.518572	0.402332	0.597668	0.484809	0.515191	0.987403	0.012597	0.988028	0.011972	0.477355	0.522645	0.05873	0.94127	0.646894	0.353106	0.985992	0.014008	0.499408	0.021055	0.970615	0.352983	0.356193	0.091325	0.706941	0.529339	0.36104	0.056107
0.540511	0.459489	0.690673	0.309327	0.542231	0.457769	0.060894	0.939106	0.441858	0.558142	0.54585	0.45415	0.954799	0.045201	0.875437	0.124563	0.603353	0.396647	0.145857	0.854143	0.419351	0.580649	0.882177	0.117823	0.486942	0.005303	0.981186	0.332184	0.342552	0.038584	0.705506	0.547524	0.33564	0.043067
0.567515	0.432485	0.708262	0.291738	0.583727	0.416273	0.151707	0.848293	0.439928	0.560072	0.569311	0.430689	0.947683	0.052317	0.825338	0.174662	0.274381	0.725619	0.219842	0.780158	0.704105	0.295895	0.82436	0.17564	0.547942	0.001116	0.974681	0.409003	0.415309	0.13438	0.739009	0.581244	0.404783	0.166323
0.533204	0.466796	0.682056	0.317944	0.535501	0.464499	0.470401	0.529599	0.618908	0.381092	0.535782	0.464218	0.939108	0.060892	0.886386	0.113614	0.520082	0.479918	0.138331	0.861669	0.577497	0.422503	0.890549	0.109451	0.57378	0.008311	0.976849	0.442071	0.442704	0.204874	0.752831	0.601491	0.449984	0.193688
0.515088	0.484912	0.669487	0.330513	0.523982	0.476018	0.811047	0.188953	0.250837	0.749163	0.51687	0.48313	0.94546	0.05454	0.911207	0.088793	0.512021	0.487979	0.116384	0.883616	0.376889	0.623111	0.91901	0.08099	0.535352	0.012667	0.968979	0.392124	0.392561	0.132043	0.726204	0.573729	0.394043	0.15306
0.549249	0.450751	0.695779	0.304221	0.556783	0.443217	0.748524	0.251476	0.620055	0.379945	0.547526	0.452474	0.940053	0.059947	0.880264	0.119736	0.345323	0.654677	0.162832	0.837168	0.692914	0.307086	0.873795	0.126205	0.525214	0.014018	0.967017	0.385076	0.388443	0.115261	0.721399	0.546347	0.381769	0.120444
0.48198	0.51802	0.648884	0.351116	0.485206	0.514794	0.214324	0.785676	0.274341	0.725659	0.485091	0.514909	0.969173	0.030827	0.982123	0.017877	0.632242	0.367758	0.040695	0.959305	0.268468	0.731532	0.975458	0.024542	0.549257	0.004318	0.983176	0.405266	0.399616	0.144133	0.737981	0.578519	0.41322	0.140109
0.551633	0.448367	0.697058	0.302942	0.570948	0.429052	0.071945	0.928055	0.502692	0.497308	0.551573	0.448427	0.946247	0.053753	0.860376	0.139624	0.183932	0.816068	0.193856	0.806144	0.803941	0.196059	0.854638	0.145362	0.492108	0.006862	0.979486	0.344884	0.349834	0.03544	0.704399	0.542872	0.332659	0.044566
